ACIDOSIS.21672245	ACTIVATEDENDOTHELIUM.23975155	AKT.20335537	ANTIOXIDANT	AR.TNBC.21633166	ASCORE.21422418	BCAT.ONCOGENE.16273092	BETACATENIN.20335537	BMYB.19043454	BRCA1.11823860	BRCA1.UP.16843262 	CCND1.12914697 	CCND1K112E.12914697 	CD44POS.CD24NEG.17229949	CIN70.16921376	CMYB.20949095	CORE.EMT. 20713713	DNADAMAGE.TNBC.21633166	E2F1.20335537	E2F3.ONCOGENE.16273092	EGFR.20335537	EIF4E.UP.17638893 	EMT.MCF10A.18281472  	EMT.TNBC.21633166	ER.20335537	ERBB2.DESMEDT.18698033	ERNEG.RESIST.21558518	ERNEG.SENS.21558518	ERPOS.RESIST.21558518	ERPOS.SENS.21558518	ESC.18397753	ESR1.DESMEDT.18698033	FIBRO.COCULTURE.21625507	FIBRO.SERUM1.14737219	FIBRO.SERUM2.14737219	FOSJUN.21214954	GATA3.15361840 	GENE70.11823860	GEPARSIXTO.ACT.25534375	GEPARSIXTO.SUPP.25534375	GF.TNBC.21633166	GGI.16478745	GLUCOSEDEPLETION.21672245	GYCOLYSIS.19291283	HER1C1.17663798	HER1C2.17663798	HER1C3.17663798	HER2.20335537	HER2AMP.21214954	HGF.24025166	HSP90.20920318	HYPOXIA.21672245	IFNA.20335537	IFNG.20335537	IGF1. 18757322	IMMUNE.ERNEG.17683518	IMMUNE.STAT1.18698033	IMMUNESIG1.TNBC.21633166	IMMUNESIG2.21633166	INVASION.PLAU.18698033	LACTICACIDOSIS.21672245	LKB1.17676035	MAMLIN.LumProg.19648928	MAMLIN.MaSC.19648928	MAMLIN.MatLum.19648928	MAMLIN.STROMAL.19648928	MAPK.16585219	MCF7.DOXRESIST.20935265	MESENCHSTEM.TNBC.21633166	MET.DOWN.23049908	MYC.ONCOGENE.16273092	MYCACT.20335537	MYCSIG.19690609	NEOADJ.RESIST.16896004	P53.20335537	P53MUT.17150101	P53MUT.UP.16199517	P63.20335537	PI3K.20335537	PIK3CA.22552288	PIK3CA.MUT.20479250	PR.20335537	PROLIF.AURKA.18698033	PROLIF.TNBC.21633166	PROLIF.PCNA.22028643	PROLIFERATION.GATZA.21214954	PROLIFERATIONPAM50.19204204	PTENDEL.17452630	RANDOM.GENOME10	RANDOM.GENOME100	RANDOM.GENOME5	RANDOM.GENOME50	RANDOM.GENOME500	RANDOM.SAMPLE10	RANDOM.SAMPLE100	RANDOM.SAMPLE5	RANDOM.SAMPLE50	RANDOM.SAMPLE500	RAS.ACT.20591134	RAS.20335537	RAS.ONCOGENE.16273092	RASERK.ACT.22683778	RBBP8.UP.16843262	RBLOH.18782450	SRC.20335537	SRC.ONCOGENE.16273092	STAT1.19272155	STAT3.20335537	STAT3.15958548	STEM.TNBC.21633166	STEMCELL.15931389	STROMAL.19122658	STROMALDOWN.19648928	STROMALUP.19648928	TGFB.20335537	TGFBETA.18394990	TGFBETA.ACT.19451693	TNBC.TAXANE.20189874	TNFA.20335537	TOP2A.21422418	VEGFHYPOXIA.19291283	WNT.EMT.19549913	WNT.TNBC.21633166	WOUNDRESPONSE.19887484	YAP.UP.18413746
								9401		6671	4752	9862			23601				8604	3831		9055								873	2947										6472					55248								51083								8842	2202	3667	1293	7422					23367	9638		79921		4507		55074	23590	22941	59348	60436		10024	10376		10963					1656					54625		5757	5329		9122	80020									8323	91851		388									
								5983		23626	4778	4249			79789				11000	7071		5557								874	2954										8140					54968								2582								11272	2202	9636	81035	56829					23395	2339		23371		26509		10606	5196	26503	9658	7064		7298	7298		8576					9704					4883		5791	5329		6568	7976									2582	51363		6038									
								5984		6770	4818	4324			10978				9368	688		11272								875	79885										6631					6434								2617								51450	1947	9424	10699	7538					3945	11167		29087		10403		5062	55022	64754		8914		11065	11065		11329					1729					81875		5822	5362		8501	79833									2625	337876		5054									
								116832		6870	4985	10200			1191				201254	1316		5888								11335	50865										6636					51605								2618								139411	133584	57481	1363	677					4016	50486		440026		10529		5111	5290	6653		26519		7443	27338		3925					22982					8672		11031	10687		6553	8836									89944	23562		9792									
								6241		7058	5076	4586			8418				6812	8609		5890								883	10614										6637					7247								2644								5732	1959	113220	54504						7804	23710		79089		7080		23244	5332	9517		7083		7468	11130		50861					23234					114879		5867	5473		27293	64785									80772	24146		9792									
								7869		7066	26025	4752			134147				6874	5653		5933								56267	55733										10615					6675								8487								53917	30845	55614	54504						10128	51083		26092		23057		23047	5427	4070		80775		11130			56977					373863					51751		10244	10105		6615	11146									2861	6320		6498									
								10051		7079	7703	4778			1303				7004	3880		10432								890	3295										10963					10054								51022								53917	9844	55614	56265						55341	54433		7178		10874		23089	10622	7020		7164					6612					10591					116832		10137	10105		11262	51022									9289	9976		6498									
								10615		30012	9159	4882			1287				7074	81606		9401								891	3306										3925					7321								83743								53917	6785	22998	8532						4144	2618		22906		7025		9867	51728	7056		22974					6941					9732					133957		5984	23645		7010	10539									9721	7123		9123									
								27286		3371	5153	3084			1288				53346	3949		84957								57820	3315										10460					51465								3015								8437	11117	8825	8532						27349	2712		9866		7026		8502	10631	7056		8805					9392					64174					4522		8767	23645		7015	51053									2886	1193		10786									
								3925		27296	5138	4917			1298				29767	10184		5982								9133	55699										6921					29979								3035								56963	5168	29995	83716						64087	2744		54902		11339		5337	5468	7088		9319					221981					1803					6795		51444	5621		608	29899									79977	25999		4092									
								55638		6981	5310	7703			29099				10612	9388		5983								892	8870										8914					7347								29915								6001	5168	389033	9244						4175	54584		6844		169611		5359	5473	64699		7226					10440					1803					92259		79657	5743		7185	23560									119391	149111		54498									
								6949		8989	1263	5143			1312				81786	9209		5984								595	8100										26519					7371								192286								57484	54749	130574	1400						23195	23171		50853		5307		5366	51645	8743		79042					10972					1805					10066		60485	5743		23617	94239									84705	245812		6525									
								7980		79054	5351	5211			1371				7368	1130		5985								894	3572										7112					7372								3145								54763	2047	9947	10491						4200	51184		57728		5328		64425	5507	8743		8458					11073					1810					54821		26135	5744		7276	54801									3006	25927		57154									
								8914		55503	5479	51230			64764				7368	23499		6241								898	3622										9868					51096								3157								152015	2078	10916	1464						56339	26086		10406		51196		5471	79899	8743		7283					7159					1810					647264		1992	5744		81027	3066									3017	1272		57154									
								7083		23617	5536	5261			1466				7474	23764		23212								899	27124										7153					11260								3163								152015	2171	4214	1491						79828	26585		64848		5420		5495	29968	23043		7298					10206					29102					2821		7884	5744		7287	55355									9455	5067		57154									
								4071		79739	5539	5279			1477				7474	4293		51750								9973	3667										22974					7533								9455								6271	359845	5603	1491						84864	134266		79882		5467		5504	5732	23043		11065					89122					1829					2872		6629	5791		7348	3161									51361	152330		6615									
								7153		7348	7916	5310			1491				7474	5597		861								22948	10265										9319													3241								6284	84668	4137	115908						29088	3014				5468		10935	5737	23043		54963					8848					667					123		10253	5806		51352	51155									29911	8506		8877									
								84969		8287	5763	5585			1501				10838	375449		23753								4345	3760										10024													3251								6278	2196	154141	115908						11222	3015				5493		5567	10635	7164		56270					6302					1837					9732		81848	5817		7568	3251									3241	1303		6696									
								22974		7409	11099	5330			1075				195828	4170		5055								80381	9674										7272													10808								6289	2192	79083	1513						6183	3280				7001		5631	6241	7164		11260					7284					1838					4603		6767	65059		56242	3257									10207	7373		80176									
								10293		79446	5774	1263			51076				11130	9969		5270								925	9851										7295													3376								6291	2192	4337	3627						51373	55502				5645		133619	6274	7188		51087					29979					51626					6742		9263	65059		84436	10247									55174	1307		23648									
								205860		23090	5805	5351			51503					4330		30011								928	23366										7296													3396								51435	2201	4337	6373						23107	7290				5646		10279	6279	7351		54915					7372					55840					25837		10492	6277			51182									3664	80781		6847									
								10024		57711	11031	23203			143884					23515		221150								991	57613										11065													3422								51435	26232	58475	6387						10884	8364				5754		58497	6280	7351		7718					51028					10682					7464		7027	6382			3619									3673	1277		23102									
								7272		91120	10244	5424			9547					9788		6574								8697	23303										7334													3475								51435	8547	4582	6387						60488	8294				5764		5696	51540	7474		58500					11169					1915					81614		54962	6382			27130									3675	1278		90665									
								11065		163131	5923	5432			80319					4615		6525								993	55614										27338													7866								57556	9638	4582	6387						51154	3135				5794		5887	23480	677		51123					84942					10938					11039		27346	6385			3710									3655	85301		9519									
								29089			8045	5479			1592					4643		140809								995	753										7443													10644								6317	9638	4586	6372						51001	8091				9910		10048	6317	678							54503					30844					64118		27346	10509			56888									3691	1281		7942									
								7443			5957	5481			120227					9683		57559								997	987										11260													3556								6317	9638	4084	6372						4522	3146				10267		5918	5270	678							23613					10209					23171		7112	54910			3783									3696	1289		7942									
								11169			7905	9647			3491					89797		26872								11140	26018										11130													9466								6318	2247	4602	4283						4528	3148				5947		5928	79801													27335					5971		10318	54910			9933									80271	1290		7066									
								11130			5995	5532			1605					4688		6491								990	4036																							3638								8710	2268	4604	124637						4601	3184				51308		11030	6495													51386					79776		10221	1992			3832									3714	50509		25816									
											6010	5536			747					4690		9263								8317	23324																							9807								8710	2273	4604	114757						4609	3185				6038		1104	6503													8672					11161		55720	1992			56992									3728	1292		51330									
											6195	5630			1618					8202		3925								83461	64087																							79711								64078	80206	10529	56603						65220	9456				26994		8737	55106													9669					92104		10376	1992			3796									65987	1293		7168									
											6237	7916			26094					8202		10460								113130	4255																							3654								10568	24147	4814	23500						4677	84842				6102		9604	6615													1993					8970		84790	5055			24137									23366	81035		7286									
											6256	5774			51473					10276		7027								83879	4285																							3661								10568	642477	115677	51339						79731	51182				22800		81847	10302													63916					56992		203068	5268			3833									57648	10699		10813									
											6257	5794			55802					4792		7042								55143	126353																							9636								64116	2318	10886	51339						55226	3313				6286		8732	53340													54859					7804		7307	83667			5653									147700	84701		7422									
											6285	5805			84259					22861		26519								999	57496																							3682								11254	23768	59277	147906						4686	3316				8819		6117	10615													56851					64066		7374	83667			51110									3868	1363		81555									
											22937	11031			23576					388677		7112								1001	54903																							9270								6590	91010	220213	440097						4691	3329				7857		54913	57405													8507					79845		51096	2810			3898									3872	10404		6935									
											6404	8045			1642					9520		8797								983	4350																							3730								9751	2331	5064	9201						4744	7866				6337		54700	153218													2023					3055		7416	9123			27074									3855	126129		677									
											5273	7905			1662					2908		51330								5127	55686																							54442								8470	2487	8622	9201						10763	3486				9805		864	404203													953					2185		7421	6574			55353									3856	54504		677									
											6442	5972			7913					8204		8711								1019	23107																							9933								8470	10468	5165	1634						9603	3487				6385		23429	5552													2042					3053		25937	144195			4001									3892	56265		24149									
											53358	5998			23258					81788		7153								1020	10884																							3831								6489	10468	5166	1634						4809	3489				5268		9522	6728													58513					10171		7520	6515			84823									3898	8532		55893									
											6560	6010			8214					54726		7846								1021	4485																							55975								6491	53826	5174	1634						51388	3490				51100		8935	6428													2109					26128		79693	6548			7804									3914	64764		51710									
											6572	6237			160851					9943		51807								1022	4488																							3836								29842	2534	5225	115265						56954	3597				6567		7884	6781													23404					2993		79413	6525			10128									3918	83716											
											6573	861			55526					5029		203068								1028	9633																							79412								63892	2534	5241	27147						54475	3572				9353		11001	6907													2150					5362		678	6525			55631									3936	9244											
											6531	6273			60625					143		10381								1033	4602																							3898								63892	2534	5327	22982						4830	55272				4091		6595	7083													54463					6016		11179	64750			8581									653499	1400											
											6536	22937			1756					8799		10383								10153	29116																							3949								7097	8325	5328	400169						64318	9636				57228		9126	7112													55731					115106			8651			4085									3980	10491											
											6588	23517			64215					22822		643224								1058	29104																							10184								7100	55568	26030	10395						25926	3673				8420		57154	11013													196483					7376			81848			4097									3985	1408											
											54498	23169			5977					5317		7283								1062	64428																							9361								55076	2619	5376	8788						55035	3655				6662		8835	7130													23625					2830			6804			55110									222484	1464											
											6525	10991			1803					54477		7298								1063	9																							4016								55076	2619	10687	8788						79707	3688				10653		79029	54210													2189					55876			6926			114569									9170	1491											
											6631	6531			55332					10769		27338								55839	54820																							4017								7111	2621	5468	1749						9221	115207				10253		10253	116461													55215					1969			7980			5599									55227	115908											
											9806	6588			29102					5467		29089								1070	51103																							7804								7133	2621	5468	10655						9221	23028				23213		117178	7272													10667					3643			7039			4173									80131	3627											
											6484	6525			1829					10848		7371								57530	25915																							55379								79931	2621	57580	1805						4869	9768				23353		6812	10376													10826					4878			7039			90390									51599	6373											
											6776	6629			147409					9989		55757								10036	23327																							55341								27010	2697	5618	1879						8439	11278				8871		7014	29128													23014					171546			7076			9833									4067	6387											
											6829	6631			142679					5580		29128								118487	6787																							55110								340348	83468	5618	64641						26747	57563				4070		7050	7436													9103					4696			8797			151194									284348	6372											
											6853	9784			79659					5743		1462								51142	8382																							84549								57348	59345	5625	253738						26747	3880				7045		7088	10785													2217					5591			8797			54069									114569	4283											
											6876	6484			1871					5744		10064								84181	9722																							55700								11065	59345	5646	9427						9688	3885				9984		7090	9589													2222					3097			8795			4288									4296	2833											
											6890	8027			1896					5770		7424								1111	10002																							5601								11065	2791	23475	1893						4953	83895				9414		25907	10652													54738					6263			51330			4301									9064	124637											
											7980	3703			1906					5791		8089								11200	4682																							55388								8876	2817	80223	1893						29789	51520				161291		55151	8187													2273					51155			10140			4312									4293	79901											
											7040	6829			1962					80223		79693								10164	79629																							79006								55350	2719	64284	1842						5026	81887				27324		27346	7584													80206					335			7150			84057									9053	26999											
											7056	6938			9538					51552		7533								26097	5016																							4256								55350	10457	27314	1842						5036	81606				7162		7112	11130													79857					55357			6675			56180									7867	114757											
											7070	7020			23741					57403		195828								55847	58495																							58526								10406	10457	158158	1910						10606	3930				7103		11073														2330					10850			80328			136647									153562	56603											
											7084	7048			126272					11031		11130								26586	22976																							10962								10406	9289	221662	1910						55003	3945				7277		55039														2330					27115			7378			9019									91862	51339											
											7185	7056			64787					25782										1152	5174																							4319								140686	9289	92840	1910						26577	3955				7345		7372														2332					905			79413			28998									4155	147906											
											7706	9984			2066					5912										1159	5193																							79710								7498	2877	85004	30008						22984	10186				7368		7374														54914					2290			7538			9801									4173	747											
											7222	7064			26059					9693										1163	5191																							6182								84225	2922	22836	1948						5134	4015				10497		7468														8928					54107						28977									64769	440097											
											7249	7070			100288413					5921										1164	5241																							10573								131368	2922	6038	25975						23590	1902				7388		64328														3607					22934						51021									4233	9201											
											23170	7139			339768					5937										1364	9091																							51073									2995	6038	25975						5178	26020				7398		27309														2523					202						51373									113655	1634											
											51035	7185			54465					23186										9022	51604																							55168									2995	6236	133584						5830	57819				7408		7596														51343					5155						4436									54842	115265											
											7471	7706			51466					8601										7461	55650																							92170									404037	6236	133584						5213	23658				7433		25888														51343					55379						2956									10200	27147											
											7480	7204			54536					388										79827	5327																							4552									3038	51097	133584						5245	10434				10413		65982														55879					79818						92140									10205	1730											
											51352	10024			9415					8737										1207	5357																							4597									3038	57758	54583						7262	10916				7525																1647					57798						4603									55686	22982											
											7791	7249			359845					55680										8192	55163																							4605									57493	7869	2006						23760	64110				90338																2631					9669						4605									6307	84976											
												23170			63901					22902										63967	5441																							80179									9843	7869	11117						5321	11184				7718																2730					23187						8883									4494	27123											
												7545			285966					6397										55907	54458																							8260									23462	9723	84034						5378	4135				7739																81544					3964						8774									10588	10395											
												126208			159090					10802										29097	79170																							89797									9955	10509	2009						56902	4147				55786																2677					7922						4686									4627	8788											
												7791			54463					10427										10256	11098																							26155									51171	94009	2009						9533	4171				51710																2689					5568						10403									4651	1749											
															84140					22872										1265	5783																							79050									5654	94009	2028						64425	4175				90576																10249					7163						10529									89797	10655											
															84142					10512										29883	11122																							4900									3399	253190	5168						55718	79892																				2767					51129						4751									57552	1759											
															10712					10955										26047	5816																							8829									3428	253190	5168						5471	10988																				2779					701						81831									4689	139818											
															56975					1992										23242	5860																							9631									3484	5265	133121						5481	4245																				51764					5999						9603									54602	1805											
															163933					5054										51805	80223																							23165									3485	5265	953						3276	4320																				9527					9122						56954									23327	1807											
															286336					2810										1355	25837																							9818									3486	5265	23136						10196	4314																				57720					10953						4851									4739	55332											
															222584					6446										1329	10267																							26471									3486	256394	94240						10419	64983																				54329					150726						4893									9603	1815											
															151354					8879										1340	64080																							11247									3488	256394	339768						9128	51073																				10750					2191						29982									55655	1840											
															55711					6513										1347	54502																							29107									3488	5104	2159						8624	28977																				2887					8165						50814									349565	1780											
															2195					1318										9167	7905																							23594									3489	6451	2149						55037	84311																				9687					22839						64943									8996	79659											
															2192					54407										1349	9185																							5029									3512	6461	2151						10728	57129																				9687					84191						84955									126382	8445											
															2203					6526										1350	55188																							8974									3543	54847	54757						5757	54534																				9380					4753						83540									3084	1879											
															146330					11254										56265	6019																							29763									27190	9121	163933						51651	56945																				2890					81847						348995									55695	64641											
															26235					10479										1381	54894																							51025									3552	9120	55603						83480	51649																				2931					6045						26658									256281	253738											
															26190					4088										1382	79641																							10038									3553	1811	137392						54517	64949																				2947					205327						23594									54830	9427											
															115548					6525										92359	9501																							57060									11009	201266	2191						11137	23107																				2962					84790						5017									132299	1893											
															9873					57154										83690	55316																							5106									11009	30061	2192						5822	64965																				2968					6541						26986									58495	1842											
															2230					6591										1400	51097																							5833									79192	23446	2192						79691	51001																				2994					24140						8505									23022	1910											
															10979					6654										1407	57758																							9141									50805	80736	2192						5901	10797																				3033					80342						55010									84306	30008											
															89846					6655										1434	23541																							9260									3672	80736	2199						10799	4601																				10767					54510						55872									10611	1948											
															2258					6662										1457	12																							23590									3691	6542	2199						23223	91663																				3054					5440						5160									64065	25975											
															2263					23013										1466	5104																							8682									3691	23428	129804						51018	4609																				610					79022						5194									65979	133584											
															2261					6713										1495	5269																							5214									9452	64744	2200						23076	26292																				55127					10073						5203									5261	54583											
															2271					58472										56998	54847																							26227									182	64744	222235						23212	4637																				51191					123624						5217									9463	10289											
															2273					54434										1075	9120																							7262									58494	8835	23194						26156	10398																				3077					23767						8544									79837	1991											
															63979					8027										1525	5002																							5277									83700	8835	2207						10856	24142																				29923					79609						10531									5318	2006											
															2281					9263										6372	6583																							11187									57158	25803	2252						10807	57552																				3099					2328						10248									11187	83401											
															2316					9262										80777	11001																							55111									57158	6690	10875						81929	4691																				3133					7348						5464									5336	84034											
															2322					29966										1537	81539																							8985									57158	6711	2273						26135	91942																				3134					8273						10105									79156	2009											
															2299					6809										54205	6548																							5373									3755	6711	9457						6418	4758																				56941					55809						5522									55200	2014											
															55572					10228										23191	9368																							4860									23416	27286	2277						79918	4783																				22993					10982						9055									5364	2018											
															83856					55359										1588	79622																							23649									89822	79689	27145						55164	25934																				3178					5990						5591									5423	2028											
															23105					51111										1592	6652																							5427									3779	55351	360132						23517	54475																				9987					259173						5613									27068	5168											
															170384					6840										29785	6666																							51728									115207	8676	91010						6566	22861																				3291					6925						10279									8612	133121											
															8087					10010										7818	8405																							10105									90293	55359	2326						6573	28987																				3309					51176						5688									403313	953											
															53826					7020										1615	6697																							22843									90293	6820	2331						6507	9221																				27336					10885						5689									8500	23136											
															2535					7039										55157	6720																							51400									11202	203328	84624						10165	4839																				3376					10473						5692									10450	57669											
															7855					25976										26528	23635																							26472									3861	6850	84624						81034	10528																				3418					23015						8624									10848	2042											
															2549					7082										10926	54961																							5534									3868	143425	2297						29015	51602																				3423					11051						80324									26472	94240											
															2581					9414										79007	10273																							5621									8689	54843	2295						55117	4869																				3428					2934						54517									5575	339768											
															130589					7091										167227	6834																							9129									3852	54843	158326						6627	54888																				3448					3936						55278									5583	2135											
															23193					4071										1663	55638																							80742									3853	54843	55691						6628	59277																				50802					6790						79832									150696	2149											
															26130					23023										8886	57586																							29893									3854	54843	2487						6632	4925																				3597					5549						57111									5636	2151											
															2620					10318										11269	23158																							5723									9119	94121	10468						6723	129401																				3600					11015						29127									80758	23017											
															2627					80351										9188	6926																							5831									284217	6898	10468						6741	4953																				3552					10423						5885									5639	90362											
															2650					10140										29118	79921																							22913									284217	6926	11167						8614	29789																				10989					115908						5888									79056	221303											
															2674					10221										7913	51368																							51109									3909	7031	5348						26872	25903																				9657					55901						25788									10942	389558											
															2678					7204										1717	7031																							5983									3909	7033	5348						11198	10133																				10788					5311						8438									64063	54757											
															2690					8848										79154	7033																							5985									3909	7035	53826						6832	5021																				3667					1901						64901									5652	163933											
															113263					29978										147015	55258																							55312									3912	7043	2534						10492	8974																				3693					3606						1104									23550	55603											
															11146					23352										56919	27134																							246243									143903	7052	2534						6894	26986																				9445					79005						9401									5664	137392											
															64395					7357										1660	283232																							54476									81606	7052	2534						23435	10606																				3727					1915						5982									5671	2191											
															8833					7414										1736	56674																							116832									51176	79875	2569						26123	51247																				2648					7703						5984									9050	2192											
															10020					7422										1737	7138																							6197									51176	27134	10912						64216	23022																				7994					1277						5985									5774	2199											
															10082					7436										1741	10140																							8986									10186	79838	51083						7058	55010																				84148					419						79651									5792	129804											
															2842					23001										9787	10040																							6199									51474	219902	8522						26517	5134																				84148					3804						6016									126789	2200											
															84059					54521										93099	7163																							51018									55679	80008	2643						10440	84306																				3759					26747						80010									57111	222235											
															65983					147179										10294	25823																							27341									25802	120224	2643						79134	56034																				8645					53820						285367									117177	23194											
															2888					26118										10049	54970																							29901									284023	25816	2662						55161	5156																				23030					54970						6241									5900	2207											
															57822					253943										1786	92104																							6301									4014	8784	2669						10329	23244																				9768					54795						51018									8045	2245											
															51454					79413										1788	7286																							6319									23266	23043	2669						54968	5202																				9778					4146						219790									112724	2255											
															8520					253461										1789	7993																							10807									57631	146691	2669						27346	415116																				9692					5955						6279									79651	2252											
															55142					7538										83475	55293																							55176									145581	27324	9945						8795	51316																				3801					55329						6280									29984	83888											
															23354					677										64180	55245																							26168									4038	51673	2675						30000	9842																				3831					117178						8819									9783	10875											
															8226					678										10072	79446																							5104									116135	10906	2701						10131	10769																				10661					2195						79005									54101	2273											
															23493					7586										55211	10406																							2810									84230	55809	2736						54802	84172																				54800					2960						23513									255488	9457											
															26275					23613										84661	7494																							6472									256691	27075	83468						55621	51082																				3856					64109						6382									80352	2277											
															25988					7707										1808	51364																							8273									4129	23555	2786						80746	5437																				8844					4886						81929									64221	27145											
															3092					7764										79075	23613																							6510									6885	319089	2719						55720	10622																				3910					25988						22929									6195	60681											
															3107					79755										1829	7764																							6576									23005	7351	2239						55622	5464																				3931					957						5268									9252	51661											
															3145															1832	7769																							1468									4147	10720	25960						7284	5478																				3934					283298						56256									6242	114793											
															83872															51514	8187																							8402									4147	7364	53831						7334	5496																				3949					602						375035									57402	91010											
															3203															1841	23528																							81894									55384	7364	2878						51377	5507																				753					10712						10165									388228	2326											
															50809															1847	55663																							81034									55384	7424	26585						7372	5538																				51557					7077						55972									114821	2328											
															84842															1848	79818																							2030									10461	23584	64388						7386	9055																				55018					84152						6513									6385	2335											
															11234															1778																								1317									4242	79679	2892						9875	112464																				440792					51629						8884									93517	84624											
															266722															1869																								23516									8190	65266	2934						10813	5612																				440792					9262						6637									90701	2297											
															84263															1871																								55630									10962	7474	2934						27340	5631																				441601					4245						6648									347735	2306											
															51668															1875																								6520									4311		2977						57050	11098																				4025					8840						10615									56256	2295											
															27336															10969																								79581									4314		283120						55813	29968																				9404					221002						57405									2810	1112											
															219844															10682																								6535									117195		3036						7416	5680																				4040					64110						56907									10045	158326											
															55699															1891																								6541									253827		3037						114049	5672																				7940					6474						6713									153769	55691											
															10644															1892																								23657									253827		3037						55759	5673																				54585					7748						6732									26751	2487											
															3485															9521																								8140									253827		26508						10885	8624																				4085					4597						6742									57619	10468											
															3488															1938																								28231									4493		3082						9277	5757																				4128					7307						6788									4891	11167											
															347252															9343																								353189									4495		3082						80349	23518																				440738					23057						3925									6584	5045											
															3493															10919																								56935									4499		3270						54663	5865																				5600					2268						79723									51629	5348											
															121457															10289																								23381									25878		51170						79084	5901																				93487					5888						10460									3177	53827											
															8518															27102																								6627									4629		116835						11260	9939																				4140					1452						83940									81539	53826											
															3597															9451																								6674									4629		126393						9841	29803																				51562					5830						6905									55630	2534											
															51561															8894																								8877									10398		5654						7705	5985																				4163					5947						9238									83959	2535											
															3611															1968																								6721									10398		3398						7748	285704																				55283					1440						6996									57228	2569											
															3619															8661																								6723									4638		3398						57473	6004																				9656					80149						54881									27293	2571											
															3625															8662																								10963									4638		3437						126231	5997																				9848					7913						7022									6621	10912											
															3631															3646																								10273									4692		3479						55657	64285																				55669					7764						10440									79622	51083											
															92105															8668																								55061									4744		3479							6016																				4242					79647						54972									6662	79695											
															80789															27335																								9145									4741		3481							390																				8195					6480						157378									6692	8522											
															27130															51386																								8407									10763		3487							55658																				2872					23450						10953									10653	2643											
															10527															1973																								6897									81831		3489							51444																				55034					50802						7153									6768	2662											
															79192															1975																								9238									91624		3589							22934																				9019					147179						7159									55620	2669											
															51015															1977																								6949									23114		3590							4736																				10205					8318						219931									8614	9945											
															3674															1978																								10469									4803		3598							6159																				54948					7140						7164									161497	2675											
															3655															7458																								26521									4804		3601							6170																				56945					9050						22974									6813	2701											
															23421															1984																								7083									4826		53342							6125																				4477					56033						9319									6835	10052											
															3730															3692																								11322									4855		8809							6130																				4501					7026						85453									55638	26035											
															143879															1999																								84065									4885		8807							6229																				4507					25803						8458									84958	2736											
															3778															79071																								58986									4897		3554							6188																				8897					7066						7272									4070	83468											
															222658															10436																								51075									4897		9173							6192																				80177					57478						9654									26136	54331											
															51133															2023																								51330									8829		9173							84881																				4637					23576						57348									7020	2786											
															55693															2026																								23043									8828		51561							26156																				51237					5764						7295									7022	2719											
															10656															2029																								10452									8828		90865							51187																				90634					7706						7298									7039	2239											
															653319															4072																								64222									8828		11185							57142																				65220					26147						23350									166815	25960											
															23379															2041																								22906									51559		11213							8607																				55577					7097						29089									79022	283554											
															57562															2050																								57761									4908		3671							1901																				4673					4900						7336									65062	1880											
															25962															79852																								9830									55190		3676							26278																				4681					84262						7347									161291	53831											
															57691															2058																								23555									55190		3690							54938																				23154					30968						51377									7124	2878											
															85459															2064																								55720									130497		3699							949																				9611					226						7371									8797	57655											
															84451															2065																								7264									5021		9452							81929																				4724					1841						29128									10188	26585											
															3832															54821																								79573									114299		58494							10371																				10529					91368						7374									7163	64388											
															11004															10961																								84790									84552		3720							26135																				4739					2833						65109									7164	2892											
															3801															54206																								7277									5125		56704							5055																				4747					6581						9816									7168	145258											
															4254															2108																								203068									5137		25959							710																				4772					8660						9712									6399	2934											
															84861															2115																								84617									5154		81621							7536																				8996					6278						11169									23650	2949											
															55975															2118																								7283									80310		3741							23450																				55035					4036						10885									706	2977											
															5655															2119																								9040									8572		23704							6443																				4839					22856						7475									7277	9464											
															11012															9156																								7347									10630		30820							83442																				4846					24145						55689									7347	3036											
															3841															54512																								8078									5178		343450							6566																				4851					2317						9925									55697	3037											
															200185															56915																								7407									5228		143888							6567																				27035					253650						54503									8673	93323											
															3913															23016																								79609									9749		11081							116843																				4862					5429						51114									7421	26508											
															3915															11340																								7422									23187		9365							51310																				1728					7586						7718									64856	3082											
															9215															5393																								7443									5311		54596							84275																				7181					22941						284695									23286	3090											
															3930															2137																								7453									5311		3908							292																				25936					5067						195828									7718	51751											
															23641															2171																								9948									5317		3908							23516																				4952					1408						27300									7739	10114											
															112597															8772																								57418									9651		3910							8884																				79676					5133						286075									7775	60495											
															441052															3992																								54663									200150		3910							28231																				8383					5087						79755										3270											
															79888															9415																								11260									5358		3912							81892																				5062					81034						11130										51170											
															23266															81558																								51087									5358		3912							4086																				79728					5106																116835											
															123355															84908																								10897									84898		10319							6611																				23022					9201																126393											
															115353															29902																								79693									5362		9079							6636																				5076					80761																5654											
															4067															115572																								25888									10631		64175							6637																				9468					974																94031											
															116372															58516																								7791									10631		3956							6652																				11333					7543																3398											
															8216															81610																																	8611		128077							6672																				5082					3560																25900											
															346389															286077																																	94274		8543							171546																				5145					7283																2537											
															4121															84191																																	5507		401317							58472																				5165					6170																3437											
															5871															2193																																	166336		440895							6732																				10630					51435																8519											
															8491															10056																																	5627		164832							6427																				8504					84688																57722											
															5594															2197																																	5396		4016							6428																				5229					4756																3479											
