ACIDOSIS.21672245	ACTIVATEDENDOTHELIUM.23975155	AKT.20335537	ANTIOXIDANT	AR.TNBC.21633166	ASCORE.21422418	BCAT.ONCOGENE.16273092	BETACATENIN.20335537	BMYB.19043454	BRCA1.11823860	BRCA1.UP.16843262 	CCND1.12914697 	CCND1K112E.12914697 	CD44POS.CD24NEG.17229949	CIN70.16921376	CMYB.20949095	CORE.EMT. 20713713	DNADAMAGE.TNBC.21633166	E2F1.20335537	E2F3.ONCOGENE.16273092	EGFR.20335537	EIF4E.UP.17638893 	EMT.MCF10A.18281472  	EMT.TNBC.21633166	ER.20335537	ERBB2.DESMEDT.18698033	ERNEG.RESIST.21558518	ERNEG.SENS.21558518	ERPOS.RESIST.21558518	ERPOS.SENS.21558518	ESC.18397753	ESR1.DESMEDT.18698033	FIBRO.COCULTURE.21625507	FIBRO.SERUM1.14737219	FIBRO.SERUM2.14737219	FOSJUN.21214954	GATA3.15361840 	GENE70.11823860	GEPARSIXTO.ACT.25534375	GEPARSIXTO.SUPP.25534375	GF.TNBC.21633166	GGI.16478745	GLUCOSEDEPLETION.21672245	GYCOLYSIS.19291283	HER1C1.17663798	HER1C2.17663798	HER1C3.17663798	HER2.20335537	HER2AMP.21214954	HGF.24025166	HSP90.20920318	HYPOXIA.21672245	IFNA.20335537	IFNG.20335537	IGF1. 18757322	IMMUNE.ERNEG.17683518	IMMUNE.STAT1.18698033	IMMUNESIG1.TNBC.21633166	IMMUNESIG2.21633166	INVASION.PLAU.18698033	LACTICACIDOSIS.21672245	LKB1.17676035	MAMLIN.LumProg.19648928	MAMLIN.MaSC.19648928	MAMLIN.MatLum.19648928	MAMLIN.STROMAL.19648928	MAPK.16585219	MCF7.DOXRESIST.20935265	MESENCHSTEM.TNBC.21633166	MET.DOWN.23049908	MYC.ONCOGENE.16273092	MYCACT.20335537	MYCSIG.19690609	NEOADJ.RESIST.16896004	P53.20335537	P53MUT.17150101	P53MUT.UP.16199517	P63.20335537	PI3K.20335537	PIK3CA.22552288	PIK3CA.MUT.20479250	PR.20335537	PROLIF.AURKA.18698033	PROLIF.TNBC.21633166	PROLIF.PCNA.22028643	PROLIFERATION.GATZA.21214954	PROLIFERATIONPAM50.19204204	PTENDEL.17452630	RANDOM.GENOME10	RANDOM.GENOME100	RANDOM.GENOME5	RANDOM.GENOME50	RANDOM.GENOME500	RANDOM.SAMPLE10	RANDOM.SAMPLE100	RANDOM.SAMPLE5	RANDOM.SAMPLE50	RANDOM.SAMPLE500	RAS.ACT.20591134	RAS.20335537	RAS.ONCOGENE.16273092	RASERK.ACT.22683778	RBBP8.UP.16843262	RBLOH.18782450	SRC.20335537	SRC.ONCOGENE.16273092	STAT1.19272155	STAT3.20335537	STAT3.15958548	STEM.TNBC.21633166	STEMCELL.15931389	STROMAL.19122658	STROMALDOWN.19648928	STROMALUP.19648928	TGFB.20335537	TGFBETA.18394990	TGFBETA.ACT.19451693	TNBC.TAXANE.20189874	TNFA.20335537	TOP2A.21422418	VEGFHYPOXIA.19291283	WNT.EMT.19549913	WNT.TNBC.21633166	WOUNDRESPONSE.19887484	YAP.UP.18413746
															23239															3094																																	83857		57526																											6767					4691																4239											
															5297															3013																																	8793		56124																											6484					2938																8076											
															93183															8363																																	7293		22990																											6773					3613																9258											
															80235															55355																																	7136		5118																											6778					51207																4286											
															120379															3098																																	84951		26577																											10963					9057																10962											
															5291															6596																																	7169		5122																											3703					51352																4312											
															5293															3159																																	7169		5122																											8801					2175																4319											
															26207															3148																																	7169		5125																											6827					3895																4321											
															5311															3149																																	8460		5136																											29114					10398																4322											
															5569															128872																																	114088		5136																											202018					3604																4323											
															23007															3156																																	7216		5136																											445347					7419																4327											
															144100															10473																																	7216		5153																											6898					8822																4313											
															58473															79366																																	7225		5139																											54662					9474																64066											
															79156															3161																																	1831		80310																											64786					23416																4314											
															123															51155																																	128553		80310																											79735					28990																4318											
															5352															90861																																	57616		5156																											6929					3959																4330											
															5361															3178																																	7102		5156																											27004					596																4354											
															5376															3181																																	7102		5159																											11022					7074																9902											
															5378															3182																																	7275		5157																											7015					9289																116535											
															51426															3183																																	347733		10630																											1527					27005																9242											
															84172															3188																																	84617		5179																											7066					51700																4487											
															25913															3190																																	8237		23187																											7067					92017																57509											
															5451															3191																																	57478		221476																											7073					4729																389125											
															5457															10236																																	1462		219348																											100287932					51032																4600											
															100130449															10247																																	389136		23228																											27134					6616																25878											
															133522															3281																																	11197		130271																											7084					54914																439921											
															5471															3291																																	81029		5360																											65084					92162																54587											
															9647															3028																																	126374		5360																											10430					65244																4613											
															5498															51182																																	126374		57125																											28983					8325																4622											
															170954															3306																																	7704		127435																											27242					528																140469											
															151242															3313																																	7704		10631																											8718					55039																340719											
															5530															3376																																	79750		8613																											7140					2994																26960											
															5535															55699																																	84858		84814																											27324					301																79625											
															5538															23463																																			10891																											9878					221092																56901											
															5547															3397																																			639																											7165					84804																4753											
															25824															3399																																			56978																											11076					6207																129807											
															166336															3421																																			144165																											7175					8291																4776											
															5557															8519																																			166336																											29896					65993																4811											
															5565															9543																																			10544																											10107					56548																51199											
															5567															3321																																			5630																											10206					147906																4815											
															5584															3608																																			5396																											51592					129807																22871											
															5612															3609																																			5396																											51592					2264																57555											
															5631															55272																																			5730																											54482					5902																4828											
															221823															3613																																			9536																											55815					8564																23057											
															57479															54928																																			5740																											10098					64411																23530											
															55615															3615																																			5743																											7274					57538																4885											
															58497															55705																																			113091																											84790					5794																7025											
															23362															91464																																			5746																											10426					5792																3164											
															23550															3675																																			5789																											11338					79054																4929											
															5671															81618																																			5793																											51465					7494																8829											
															5678															10625																																			5794																											29855					719																9379											
															8624															3720																																			5797																											50613					5330																4907											
															58155															11143																																			5798																											64718					79923																4914											
															114971															10300																																			25945																											23032					284018																220323											
															5775															3775																																			25945																											7874					10150																4969											
															5793															3781																																			10267																											6845					4695																93145											
															5796															3790																																			5919																											7409					4502																283298											
															284119															84678																																			23551																											8876					7171																169611											
															5814															9682																																			348093																											7490					5450																25903											
															11137															10765																																			10231																											51741					3475																56944											
															5827															3791																																			57333																											11060					25852																4958											
															5860															2531																																			5957																											7511					55789																81285											
															79832															9817																																			8434																											23264					10148																114879											
															27314															80759																																			8434																											55734					29083																734											
															115273															10657																																			5649																											23051					23517																116039											
															9135															9933																																			5649																											7701					441295																9381											
															5934															57189																																			23180																											7770					374918																5020											
															10179															57648																																			130132																											79673					6653																5033											
															5937															3832																																			6004																											171017					11218																55824											
															27316															9928																																			26575																											7626					80164																24145											
															5962															81930																																			5999																											51333					29102																9060											
															9185															10112																																			8490																											55055					4830																5087											
															57127															9585																																			8490																																84641																54510											
															23221															3835																																			162494																																																57526											
															60626															9493																																			4919																																																56124											
															9783															3796																																			4920																																																57717											
															390															11004																																			91543																																																26167											
															50862															24137																																			84870																																																22990											
															165918															3800																																			862																																																5118											
															140545															3833																																			860																																																26577											
															80196															11202																																			6275																																																5122											
															84900															23633																																			6275																																																5125											
															55599															3845																																			6299																																																5136											
															6117															3875																																			54809																																																5153											
															6157															3880																																			23328																																																5139											
															56475															3852																																			23328																																																8654											
															84881															3856																																			23314																																																80310											
															22800															200634																																			286133																																																5156											
															6240															79036																																			7857																																																5159											
															23076															54596																																			6324																																																5157											
															23378															8270																																			6383																																																10630											
															27156															55353																																			5176																																																23047											
															112611															113251																																			710																																																375033											
															113174															51520																																			6423																																																57161											
															26278															81606																																			6424																																																5179											
															23328															3932																																			8910																																																5223											
															81846															51451																																			10019																																																80055											
															51435															3945																																			30011																																																23187											
															85477															10637																																			30011																																																221476											
															6330															7044																																			285590																																																55361											
															57758															10536																																			51296																																																5308											
															6382															3980																																			6581																																																91461											
															6389															79727																																			284723																																																11142											
															6392															9516																																			375611																																																5321											
															91404															4001																																			144195																																																79887											
															10291															84823																																			6515																																																23228											
															81537															9361																																			84889																																																130271											
															400745															4017																																			285195																																																123											
															6455															79888																																			91607																																																5350											
															79801															10162																																			91607																																																5354											
															6469															254531																																			9353																																																57088											
															257218															23266																																			6586																																																5360											
															54414															26018																																			64094																																																57125											
															23235															4038																																			54498																																																127435											
															23410															7804																																			54498																																																10631											
															7884															56262																																			6591																																																8613											
															84068															57633																																			6591																																																84814											
															6558															57819																																			6649																																																10891											
															84561															25804																																			30812																																																639											
															6566															23658																																			6695																																																56978											
															6567															11157																																			10418																																																166336											
															9194															51690																																			10417																																																5573											
															57419															4048																																			5552																																																10544											
															79085															4063																																			6345																																																60675											
															29957															10434																																			8406																																																5630											
															55972															11313																																			6750																																																5396											
															153328															57128																																			6752																																																56952											
															28965															4074																																			90627																																																5662											
															6518															4085																																			6775																																																5730											
															54733															81557																																			64220																																																9536											
															153129															114569																																			79987																																																5740											
															57282															5604																																			6853																																																5743											
															60482															5594																																			23208																																																5745											
															6553															5603																																			6863																																																113091											
															10479															1432																																			6863																																																5746											
															28232															22919																																			6863																																																5770											
															27127															4141																																			6913																																																5789											
															23137															84930																																			9096																																																5793											
															56950															4150																																			6909																																																5794											
															114826															4153																																			56849																																																5797											
															9342															4171																																			6948																																																5798											
															79753															4172																																			7043																																																10076											
															6629															4173																																			7045																																																5806											
															29887															4174																																			7056																																																25945											
															55084															4175																																			7058																																																54899											
															8835															4176																																			7060																																																23011											
															10580															28985																																			7070																																																9363											
															6652															4190																																			7077																																																5866											
															9580															4191																																			7077																																																51762											
															128153															4200																																			7078																																																10267											
															92521															9282																																			7079																																																5919											
															79925															9477																																			55273																																																23551											
															58472															6837																																			338773																																																387496											
															6715															4211																																			222865																																																348093											
															79644															51108																																			134285																																																10231											
															140890															4237																																			55365																																																57333											
															23380															4281																																			28959																																																8434											
															63826															54069																																			219623																																																5649											
															10929															4331																																			92162																																																28954											
															6744															84057																																			7130																																																23180											
															6749															22879																																			7293																																																130132											
															10534															51678																																			7293																																																6004											
															7903															65003																																			943																																																26575											
															85439															6182																																			3604																																																5999											
															64220															28998																																			8740																																																8490											
															201595															64928																																			7292																																																162494											
															6812															29088																																			63923																																																11237											
															134957															54948																																			7145																																																4919											
															10923															51069																																			7175																																																4920											
															64426															29093																																			205860																																																6095											
															23075															6150																																			7216																																																91543											
															10388															51253																																			7216																																																84870											
															23224															54148																																			7220																																																862											
															94121															51073																																			57616																																																860											
															8148															6183																																			7291																																																6275											
															79101															51021																																			117581																																																6299											
															10629															51373																																			117581																																																54809											
															6888															28973																																			92181																																																23328											
															338398															51116																																			114990																																																23314											
															55171															54460																																			7412																																																286133											
															219899															51649																																			7412																																																7857											
															83439															64951																																			7412																																																132320											
															55346															64949																																			1462																																																6324											
															255758															23107																																			8840																																																6383											
															79867															28957																																			8839																																																5272											
															7035															10884																																			7472																																																5176											
															7048															65993																																			165904																																																710											
															51078															60488																																			388403																																																6423											
															7060															92259																																			6935																																																6424											
															29087															51081																																			9839																																																6442											
															7072															57380																																			79776																																																6444											
															7082															51154																																			23414																																																8910											
															7086															4436																																			10838																																																10019											
															51768															6307																																			23090																																																30011											
															79073															51765																																			84627																																																285590											
															114908															4494																																																																																			6474											
															65084															4496																																																																																			56833											
															55260															4501																																																																																			51296											
															84187															22823																																																																																			57030											
															51259															4522																																																																																			85413											
															84866															25902																																																																																			63027											
															120224															10797																																																																																			6581											
															148534															4528																																																																																			284723											
															137835															9633																																																																																			375611											
															8764															4597																																																																																			6515											
															3842															9961																																																																																			222553											
															9540															4605																																																																																			80723											
															7188															4609																																																																																			145389											
															23650															4628																																																																																			84889											
															286827															4651																																																																																			285195											
															81786															55728																																																																																			9353											
															81603															79923																																																																																			6586											
															7205															4673																																																																																			64094											
															51393															4674																																																																																			54498											
															54084															4675																																																																																			6591											
															146057															4677																																																																																			92017											
															79989															4678																																																																																			6649											
															92104															9918																																																																																			30812											
															150737															54892																																																																																			6695											
															114791															23397																																																																																			10418											
															10587															22916																																																																																			10417											
															7325															4691																																																																																			5552											
															7332															10403																																																																																			8406											
															90025															126328																																																																																			8082											
															9354															51079																																																																																			6750											
															10277															4695																																																																																			6752											
															5412															4696																																																																																			6482											
															7353															4697																																																																																			8869											
															7372															4701																																																																																			7982											
															201294															4704																																																																																			90627											
															8725															4706																																																																																			6775											
															9097															4707																																																																																			81551											
															11274															4716																																																																																			11037											
															27005															54539																																																																																			64220											
															57646															4708																																																																																			79987											
															84749															4713																																																																																			6853											
															7405															4714																																																																																			23345											
															7424															4720																																																																																			23208											
															112936															4724																																																																																			6863											
															8936															4728																																																																																			6913											
															197335															4729																																																																																			9096											
															7465															10529																																																																																			6909											
															7456															4739																																																																																			56849											
															80014															4751																																																																																			6948											
															9213															4752																																																																																			7043											
															7518															6787																																																																																			7045											
															7533															10783																																																																																			7058											
															58486															10763																																																																																			7060											
															92999															9603																																																																																			7067											
															80149															55651																																																																																			7070											
															85446															60491																																																																																			7077											
															678															51388																																																																																			7078											
															23503															8508																																																																																			7079											
															7546															54475																																																																																			55273											
															7547															57502																																																																																			338773											
															7772															57486																																																																																			222865											
															57209															55655																																																																																			134285											
															57336															4828																																																																																			55365											
															80264															4830																																																																																			28959											
															79973															4833																																																																																			23306											
															220992															25926																																																																																			645369											
															147694															4841																																																																																			219623											
															148254															55505																																																																																			25789											
															147837															4839																																																																																			7130											
															148266															4854																																																																																			7293											
															54807															4869																																																																																			943											
															284323															4889																																																																																			3604											
															126017															1728																																																																																			8740											
															81931															4835																																																																																			7292											
															57643															2908																																																																																			8744											
															125150															4893																																																																																			63923											
															9183															50814																																																																																			7140											
															79699															64943																																																																																			7145											
																														4913																																																																																			7175											
																														4922																																																																																			9881											
																														134492																																																																																			205860											
																														4521																																																																																			7216											
																														55270																																																																																			7220											
																														11051																																																																																			57616											
																														57122																																																																																			7291											
																														9631																																																																																			57045											
																														53371																																																																																			6675											
																														51203																																																																																			92181											
																														64359																																																																																			114990											
																														132299																																																																																			7412											
																														55753																																																																																			1462											
																														10439																																																																																			7434											
																														4976																																																																																			196740											
																														4998																																																																																			115825											
																														23595																																																																																			58189											
																														55611																																																																																			7456											
																														5015																																																																																			8840											
																														5018																																																																																			8839											
																														5034																																																																																			7472											
																														5036																																																																																			9589											
																														26986																																																																																			54739											
																														5058																																																																																			165904											
																														114299																																																																																			7512											
																														9060																																																																																			388403											
																														84552																																																																																			219539											
																														5087																																																																																			26137											
																														5093																																																																																			92999											
																														5097																																																																																			219654											
																														56133																																																																																			51114											
																														5111																																																																																			6935											
																														5134																																																																																			9839											
																														5152																																																																																			463											
																														5160																																																																																			79776											
																														5162																																																																																			7539											
																														9601																																																																																			23414											
																														5163																																																																																			7543											
																														10630																																																																																			10838											
																														57595																																																																																			23090											
																														55825																																																																																														
