ACIDOSIS.21672245	ACTIVATEDENDOTHELIUM.23975155	AKT.20335537	ANTIOXIDANT	AR.TNBC.21633166	ASCORE.21422418	BCAT.ONCOGENE.16273092	BETACATENIN.20335537	BMYB.19043454	BRCA1.11823860	BRCA1.UP.16843262 	CCND1.12914697 	CCND1K112E.12914697 	CD44POS.CD24NEG.17229949	CIN70.16921376	CMYB.20949095	CORE.EMT. 20713713	DNADAMAGE.TNBC.21633166	E2F1.20335537	E2F3.ONCOGENE.16273092	EGFR.20335537	EIF4E.UP.17638893 	EMT.MCF10A.18281472  	EMT.TNBC.21633166	ER.20335537	ERBB2.DESMEDT.18698033	ERNEG.RESIST.21558518	ERNEG.SENS.21558518	ERPOS.RESIST.21558518	ERPOS.SENS.21558518	ESC.18397753	ESR1.DESMEDT.18698033	FIBRO.COCULTURE.21625507	FIBRO.SERUM1.14737219	FIBRO.SERUM2.14737219	FOSJUN.21214954	GATA3.15361840 	GENE70.11823860	GEPARSIXTO.ACT.25534375	GEPARSIXTO.SUPP.25534375	GF.TNBC.21633166	GGI.16478745	GLUCOSEDEPLETION.21672245	GYCOLYSIS.19291283	HER1C1.17663798	HER1C2.17663798	HER1C3.17663798	HER2.20335537	HER2AMP.21214954	HGF.24025166	HSP90.20920318	HYPOXIA.21672245	IFNA.20335537	IFNG.20335537	IGF1. 18757322	IMMUNE.ERNEG.17683518	IMMUNE.STAT1.18698033	IMMUNESIG1.TNBC.21633166	IMMUNESIG2.21633166	INVASION.PLAU.18698033	LACTICACIDOSIS.21672245	LKB1.17676035	MAMLIN.LumProg.19648928	MAMLIN.MaSC.19648928	MAMLIN.MatLum.19648928	MAMLIN.STROMAL.19648928	MAPK.16585219	MCF7.DOXRESIST.20935265	MESENCHSTEM.TNBC.21633166	MET.DOWN.23049908	MYC.ONCOGENE.16273092	MYCACT.20335537	MYCSIG.19690609	NEOADJ.RESIST.16896004	P53.20335537	P53MUT.17150101	P53MUT.UP.16199517	P63.20335537	PI3K.20335537	PIK3CA.22552288	PIK3CA.MUT.20479250	PR.20335537	PROLIF.AURKA.18698033	PROLIF.TNBC.21633166	PROLIF.PCNA.22028643	PROLIFERATION.GATZA.21214954	PROLIFERATIONPAM50.19204204	PTENDEL.17452630	RANDOM.GENOME10	RANDOM.GENOME100	RANDOM.GENOME5	RANDOM.GENOME50	RANDOM.GENOME500	RANDOM.SAMPLE10	RANDOM.SAMPLE100	RANDOM.SAMPLE5	RANDOM.SAMPLE50	RANDOM.SAMPLE500	RAS.ACT.20591134	RAS.20335537	RAS.ONCOGENE.16273092	RASERK.ACT.22683778	RBBP8.UP.16843262	RBLOH.18782450	SRC.20335537	SRC.ONCOGENE.16273092	STAT1.19272155	STAT3.20335537	STAT3.15958548	STEM.TNBC.21633166	STEMCELL.15931389	STROMAL.19122658	STROMALDOWN.19648928	STROMALUP.19648928	TGFB.20335537	TGFBETA.18394990	TGFBETA.ACT.19451693	TNBC.TAXANE.20189874	TNFA.20335537	TOP2A.21422418	VEGFHYPOXIA.19291283	WNT.EMT.19549913	WNT.TNBC.21633166	WOUNDRESPONSE.19887484	YAP.UP.18413746
										23676	1482	4636																																																			3934	128553	79837	4638																																				6519												8503					253832					
										6615	23530	4542																																																			64077	7368	5318	51103																																				6701												81579										
										51324	4842	3071																																																			116844	8975	11187	55768																																				10734												79156										
										56848	2649	4734																																																			4036	7447	5336	55035																																				79953												5362										
										8677	4909	4745																																																			389816	81029	5364	9520																																				50832												27343										
										26032	4913	4824																																																			27076	64131	8612	4886																																				29842												5509										
										83439	5049	23530																																																			127018	79750	403313	8204																																				22797												79170										
										55260	5050	4842																																																			114569		10848	4938																																				7051												57716										
										9407	8505	4861																																																			7851		5583	4939																																				54209												5670										
										7187	5089	2649																																																			5871		5590	4940																																				7225												5727										
										9341	57326	4909																																																			5603		150696	8638																																				7102												5734										
										55112	5105	4923																																																			4137		5639	54995																																				26140												5806										
										58189	5134	5020																																																			9833		79056	5121																																				7299												22841										
										6375	5173	5050																																																			4256		64063	27250																																				51384												9363										
										29068	5184	5089																																																			79083		5652	5174																																				9278												23682										
										51364	5295	5105																																																			65258		23550	5241																																				7544												10742										
										7678	5320	5121																																																			4582		5671	79887																																				54993												5923										
										56242	5453	5134																																																			4084		9050	5378																																																10633										
										7580	5465	5149																																																			4645		5774	11201																																																54502										
										79759	9360	5173																																																			55930		5792	25913																																																8608										
										7310	5588	5179																																																			4646		57111	5577																																																23179										
											5664	5184																																																			10529		117177	10196																																																5997										
											5775	5239																																																			8508		8045	55119																																																9699										
											23369	5295																																																			79671		79651	5723																																																54894										
											5816	5305																																																			115677		29984	58155																																																54913										
											9367	8396																																																			4854		54101	9317																																																8819										
											9366	5336																																																			23596		255488	23475																																																60485										
											5939	5407																																																			84876		80352	253959																																																10647										
											6004	5452																																																			5025		64221	10125																																																8436										
											6017	5453																																																			5051		6195	22836																																																9792										
											6038	9360																																																			143		6242	55005																																																79628										
											6039	5588																																																			5142		57402	54894																																																6502										
											6098	5593																																																			5165		388228	284064																																																7779										
											23212	5624																																																			10158		90701	55197																																																10559										
											6258	5671																																																			113791		347735	54665																																																6526										
											6259	23198																																																			5304		56256	6279																																																11039										
											6275	171558																																																			5570		2810	25939																																																4092										
											795	5745																																																			5338		130367	23314																																																6610										
											9733	5816																																																			26499		10045	9871																																																6621										
											9169	5869																																																			5420		153769	6445																																																10252										
											6532	9771																																																			57460		3177	9120																																																10253										
											6609	6014																																																			84152		81539	1836																																																10214										
											6617	6017																																																			130814		83959	55032																																																23012										
											10638	6039																																																			5618		6662	11254																																																55638										
											6689	6098																																																			9536		6692	4092																																																55633										
											6690	23076																																																			11156		10653	10924																																																9095										
											6702	6258																																																			81607		6768	29887																																																7010										
											9517	6297																																																			29108		55620	6658																																																7018										
											6751	6906																																																			80223		8614	6672																																																7020										
											6820	8402																																																			5880		6813	3431																																																7056										
											6856	4184																																																			154064		26136	6744																																																7100										
											6857	6658																																																			5909		7020	6814																																																51768										
											6895	6689																																																			5920		7022	10388																																																9911										
											7024	9517																																																			92840		7039	6873																																																7158										
											7072	6895																																																			85004		161291	6890																																																7216										
											7140	6901																																																			8786		7124	6938																																																54795										
											10766	6919																																																			64285		8797	6947																																																7286										
											7163	10312																																																			171177		7163	23424																																																7368										
											7169	7016																																																			85415		7164	7035																																																7379										
											7170	7024																																																			8635		7168	7980																																																10451										
											7200	7053																																																			6237		23650	4071																																																7479										
											7277	11013																																																			64108		7277	7155																																																55734										
											200081	7140																																																			6286		8673	9830																																																23613										
											7351	10766																																																			374897		23286	22996																																																7738										
											7372	7846																																																			51097		7718	9039																																																23036										
											7374	7277																																																			4246		7739	9246																																																55893										
											8239	200081																																																			4250			11274																																																57473										
											6844	7337																																																			92304			10813																																																22834										
											7408	7351																																																			27111			7456																																																79943										
											9589	7374																																																			113675			8839																																																7625										
											51741	6844																																																			8991			65986																																																11055										
											56252	7412																																																			10509			51427																																																79364										
											7692	9589																																																			94009			7699																																																										
											10781	56252																																																			347735			7594																																																										
											7584	7691																																																			26470			22834																																																										
												7584																																																			9121			7637																																																										
																																																															5002																																																													
																																																															64078																																																													
																																																															201266																																																													
																																																															6590																																																													
																																																															10924																																																													
																																																															29887																																																													
																																																															80208																																																													
																																																															58472																																																													
																																																															6768																																																													
																																																															6484																																																													
																																																															90627																																																													
																																																															55240																																																													
																																																															6491																																																													
																																																															6813																																																													
																																																															51657																																																													
																																																															8801																																																													
																																																															9066																																																													
																																																															54843																																																													
																																																															94121																																																													
																																																															10579																																																													
																																																															11138																																																													
																																																															123036																																																													
																																																															6920																																																													
																																																															6947																																																													
																																																															29842																																																													
																																																															7052																																																													
																																																															27134																																																													
																																																															7097																																																													
																																																															7100																																																													
																																																															10333																																																													
																																																															147798																																																													
																																																															11322																																																													
																																																															128218																																																													
																																																															113452																																																													
																																																															84000																																																													
																																																															7113																																																													
																																																															7124																																																													
																																																															7127																																																													
																																																															8743																																																													
																																																															10040																																																													
																																																															146691																																																													
																																																															10906																																																													
																																																															54795																																																													
																																																															8848																																																													
																																																															10537																																																													
																																																															10451																																																													
																																																															55350																																																													
																																																															79679																																																													
																																																															55062																																																													
																																																															84885																																																													
																																																															201181																																																													
